,id,url,tytul,opis,cena,prywatne,model,rok_produkcji,paliwo,przebieg,pojemnosc,skrzynia_biegow,kraj_pochodzenia,moc
170,1031624420,https://www.olx.pl/d/oferta/bmw-e60-xdrive-3-0pb-CID5-ID17OADy.html,BMW E60 Xdrive 3.0pb,"Na sprzedaż leci moje prywatne E60 dopieszczone do granic możliwości, nie planowałem sprzedaży decyzja zapadła z dnia na dzień gdyż pojawiła się okazja na inne auto. Nie będę się tu rozpisywał osoby poważnie zainteresowane proszę o kontakt. W dużym skrócie 2008r 3.0pb xdrive(możliwość bezinwazyjnego ręcznego odłączenia), przebieg oryginalny przebieg 155tys km aktualnie, kupiłem od 1 właścicielki, zawieszenie w pełni regulowane BC Racing, 2 komplety kół lato 19 zima 17 oba z nowymi oponami, środek szare skóry fotele sporty, skrzynia sport, kierownica skóra alcantara grzana, jednostka CIC z boxem CarPlay, szyberdach, lampy biled nowe klosze+fotochromatyczny ppf, nowe vanosy, nałożona powłoka elastomerowa 4letnia i wiele wiele więcej. Tak jak pisałem wcześniej zapraszam do kontaktu tylko poważnie zainteresowane osoby, stan perfect",52000,True,Seria 5,2008,Benzyna,155000,2996.0,Automatyczna,Stany Zjednoczone,233.0
171,1032310691,https://www.olx.pl/d/oferta/bmw-f31-320d-nie-e91-f30-f11-f10-CID5-ID17Rtar.html,"BMW f31 320d (nie E91, F30, F11, F10)","BMW f31 320d.* 184km N47.* 2012r..* Skrzynia automatyczna ZF 8HP.* Skóry.* Kierownica multifunkcyjna.* Navi.* Czujnik parkowania przód, tył.* Elektryczna klapa bagażnika.* Dwustrefowa klimatyzacja.* Przebieg 290 000 km.* Dwa komplety alufelg.Samochód w bdb stanie wizualnym jak i technicznym. Jednostka bardzo dynamiczna, a zarazem ekonomiczna, spalanie w cyklu mieszanym ~6.5l/100km. Wymiany oleju robione co 10 tyś km. Samochód nie pobiera oleju ani płynu chłodniczego..Felgi letnie r18 na tegorocznych oponach, posiadam również felgi r17 na zimę z oponami..Więcej informacji udzielę telefonicznie.6-9-8#7-2-9#5-0-2",35500,True,Seria 3,2012,Diesel,290000,2000.0,Automatyczna,Niemcy,184.0
172,1023307469,https://www.olx.pl/d/oferta/bmw-e39-523i-170km-m52-tu-CID5-ID17fH1b.html,BMW e39 523i 170km M52/TU,"Witam.Sprzedam BMW e39 523i 170km M52/TU z 2000-04-07 w kolorze cosmos-schwarz w pakiecie shadow line. Autko w dobrej kondycji jak na swoje lata, nigdy mnie nie zawiodło, w moim posiadaniu od 2018r. Wszelkie usterki naprawiane na bieżąco. Z ważniejszych napraw to wymienione zostały progi oraz wzmocnione miejsca na podnośnik pozbyłem się rdzy z tylnych nadkoli pasa oraz klapy. Wymienione było całe zawieszenie P+T oraz tuleje na wózku tylnym na poliuretanowe co znacznie zwiększyło sztywność samochodu oraz komfort jego prowadzenia, hamulce przednie pochodzą od 3.0 diesla, seria słabo hamowała, sprzęgło i dwumas wymieniony przy 250tys KM. Auto bardzo dobrze się prowadzi jest zwarte na moc..Do samochód dołączam komplet kół zimowych.",17900,True,Seria 5,2000,Benzyna,310000,2494.0,Manualna,Polska,170.0
173,1033831693,https://www.olx.pl/d/oferta/bmw-e60-520i-6-bieg-manual-m54b22-ladny-stan-hak-oplaty-do-jazdy-CID5-ID17XQQJ.html,"BMW E60 520i 6 bieg Manual M54b22 Ładny stan, hak, opłaty, do jazdy","Witam,.Do sprzedania posiadam widoczny na zdjęciach zadbany egzemplarz BMW serii 5, generacji E60. Auto z początku produkcji, napędzane jednostką rodem z e39 czyli m54b22..Auto, które w miły sposób się starzeje i mimo upływu lat,zyskuje sprzymierzeńców..Od strony technicznej, auto w nienagannej kondycji, prowadzi się przyjemnie i pewnie, silnik pracuje równo i cicho, na liczniku nie palą się żadne błędy. Sprzęgło ciche z odpowiednim skokiem, mostu nie słychać Na chwilę obecną, BMW do jazdy bez wymaganego wkładu finansowego. Od strony wizualnej, auto prezentuje się bardzo ładnie, blacharsko w stanie BDB z minusem (pryszcz na nadkolu lewy tył)..Środek auta czysty,pachnący, nieponiszczony, względnie do podeprania tapicerka..Na wyposażeniu auta znajdziemy to, co niezbędne czyli:.-komp pokladowy, GPS.-PDC,.-hak,.-ABS,DTC,.-Czujniki zmierzchu,deszczu,.-Xenony,.-Grzane fotele,.-elektrykę szyb, lusterek, foteli.Itp..Zdecydowanie jest to samochód, który z powodzeniem posłuży na codzień, wygodny komfortowy sedan. Zgadzam się na sprawdzenie auta na dowolnej SKP, a także oferuje możliwość niedrogiego transportu samochodu po ustaleniu, (do 100km w cenie)..Zapraszam serdecznie do kontaktu, oraz, zachęcam do zakupu..Auto posiada aktualne BT i OC..Kontakt: 724#976#655",12900,False,Seria 5,2003,Benzyna,300100,2171.0,Manualna,Niemcy,170.0
174,1006777562,https://www.olx.pl/d/oferta/bmw-e36-1-8-benzyna-cabrioalu-18-borbetskoryklimagrzane-fotele-CID5-ID168kPM.html,BMW e36 1.8 benzyna Cabrio*Alu 18” Borbet*Skory*Klima*Grzane fotele,"Witam.Do sprzedania mam BMW e36 1.8 benzyna z VIN. Auto sprowadzone do kraju 2 lata temu z Austrii. BMW zdrowe jeżeli chodzi o progi i karoserię, wizualnie są jakieś odpryski. Dach szmaciak zamyka się tylko manualnie , do poprawek kosmetycznych , stoi na 18” Alu Borbet.Z wyposażenia posiada:.- Alu 18”.- Klima.- grzane fotele.- skóry.I wiele innych.Zapraszam do zakupu cena bez negocjacji!( możliwa zamiana )",11500,True,Seria 3,1995,Benzyna,265000,1800.0,Manualna,Polska,
175,1028341474,https://www.olx.pl/d/oferta/bmw-e91-320d-m47-2007rok-CID5-ID17AOAO.html,BMW E91 320d m47 2007rok,"Sprzedam samochód osobowy, BMW e91 320d m47 163km 2007r.Auto serwisowane na bieżąco w ostanim czasie wymieniona masa części na przełomie ostatnich 30tyś km wymieniono turbinę, sprzęgło, wtryski i wszystkie inne części eksploatacyjne takie jak amortyzatory hamulce itp..Powodem sprzedaży auta jest pukanie spod maski, auto normalnie odpala dla zainteresowanych mogę podesłać filmik i udzielić więcej informacji.Telefony kontaktowe.50*****22.72*****12",10500,True,Seria 3,2007,Diesel,369000,1998.0,Manualna,Niemcy,163.0
176,998839370,https://www.olx.pl/d/oferta/bmw-coupe-e46-328-CID5-ID15B1Kq.html,Bmw coupe e46 328,"Auto w moich rękach od 2 lat.Razem z poprzednim właścicielem zrobiliśmy dużo żeczy.Auto jest zakonserwowane od spodu.Wymienione i wspawane wzmocnienia amortyzatorów .nowe tuleje wózka.Progi, nadkola oryginał zdrowe..Bardzo ładny lakier szary metalik z fioletową perłą.Na żywo wygląda pięknie.Żadnej rdzy.Przebieg 411tys zgodnie z vinem i ESW ..Silnik b52tub28.w super kondycji.Na beznzyjnie i LPG.Vanos zregenerowany.sterownik ms43..Wałek ssący z m54b30. Odma w dolot za przepływomierzem..Przepustnica z m54b30. Stożek z osłoną. Elektroniczny pedal gazu z przepustnicą z m54b30..Wydech przelot bez kątów..Przepustnica wydechu.Wgrany delikatny popcorn.Lekkie sprzęgło jednomas m50 przetoczone odelrzone z 240mm obite cewlarem.dicisk LUCK diesel m57d30..Auto wystrojone na 228km i 285nm.Wykres do wgladu.Dyfer duży z x3 3.46.Wymieniona uszczelka pokrywy zaworów.Wachacze tuleje miele hd.Końcówki drążków lemforder.Nowy plyn wspomagania.Nowe klocki tarcze ATE nacinane.Wszystko zrobione.Instalacja LPG KME Diego 3.butla do 2026r..Zawieszenie gwintowane mts gold.Cały pakiet M.zderzaki ,nakladki, podsufitka..Elektryczne 4 szyby i tylna roleta.Elektryczy szyberdach.6 poduszek..El. i grzane siedzenia pompowane lędźwie..Tepomat..Wszystko działa.Nowo obszyta kierownica.Dekory pomalowane na black piano.Skóra delikatnie przetarta, jest cały zestaw kupiony do jej pomalowania i odświeżenia.kolor jest dobrany z kawałka skóry ..Zrobiona zbieżność 3D.Bmw jest kompletne.Nie mam czasu niestety.dlatego Sprzedaję Auto ..Felgi letnie dunlop bmw 18 cali.Felgi zimowe bmw 17 cali.Na wszystkich bdb opony.We wrześniu tamtego roku w aucie wymieniony został olej i wszystkie filtry.od tamtej pory stoi nie odpalane.tym roku kupiłem nowy akumulator. Odpaliłem na chwilę żeby porobić zdjęcia i dalej stoi..(Nie dobrze)..Auto robiłem dla siebie a teraz nie mam czasu nawet na nie popatrzeć bo praca za granicę.Auto jest wygluszone matami głośniki przód edge street 350w.Wofer hifonics mxs 2500w.Dwa wzmacniacze..6 kondensatorów żeby prądu nie zabrakło..Radyjko pioneer nowe na gwarancji.super zestaw.Mam dużo zdjęć z pracy nad bmw.Pewnie nie wszystko pamiętam bo nie jeżdżę nią .więcej informacji telefonicznie.Pieniądze które W nią włożyłem nie pokywywa cena sprzedaży. Proszę nie wypisywać nie realnych SMSów.Ubezpieczenie do końca roku.Nowy przegląd 09.2026.Sprzedam .cena do negocjacji.lub zamienię na cabrio.Bmw e36.Audi 80.Audi TT.Tylko benzyna",31500,True,Seria 3,1999,LPG,411347,2800.0,Manualna,Polska,228.0
177,1030822980,https://www.olx.pl/d/oferta/bmw-e36-1992r-sedan-CID5-ID17Le96.html,Bmw e36 1992r sedan,"Bmw e36, 1992r..M52b20 na sterowniku m52b25.Dyfer spaw.Jack point tyl.Zawiesznie maxpeedingrods.Adaptery skrętu.Tuleje acentryczne.Hydrołapa na osobnym układzie.Wide body wpasowane w bude, rozporki, cambery, tylne wahacze regulowane.OC luty 2026.Przegląd wrzesień 2026.Kontakt tylko OLX",13500,True,Seria 3,1992,Benzyna,334000,1991.0,Manualna,Polska,150.0
178,1034018918,https://www.olx.pl/d/oferta/bmw-e91-2-0-benz-06r-bdb-stan-do-jazdy-wazne-oplaty-CID5-ID17YDyu.html,"BMW E91 2,0 Benz 06r bdb stan do jazdy ważne opłaty","Do zaoferowania mamy auto marki BMW E91 2,0 Benz 06r, samochód jest w świetnej kondycji mechanicznej, silnik pracuje wzorowo, cicho równo, ładnie przyspiesza, sprzęgło skrzynia oraz hamulce działają prawidłowo, zawieszenie w stanie dobrym, sztywne nie wybite, bez stuków luzów, dobrze wybiera nierówności, pewnie się prowadzi, wizualnie auto wygląda dobrze.Na wyposażeniu.Klima.El szyby.El lusterka.Grzane fotele.Radio.Ważne opłaty.Możliwa zamiana 509(595(3I6(.SPRAWDŹ NASZE POZOSTAŁE OGŁOSZENIA, POSIADAMY WIELE AUT W ATRAKCYJNYCH CENACH, Z WAŻNYMI OPŁATAMI.BIERZEMY AUTA W ROZLICZENIU.CHCESZ SPRZEDAĆ BĄDŹ ZAMIENIĆ SWOJE AUTO ZADZWOŃ 5O7O16O32.ZAPRASZAMY 7-DNI W TYGODNIU.ZAWSZE DUŻY WYBÓR/DOBRE CENY",8390,False,Seria 3,2006,Benzyna,250000,2000.0,Manualna,Polska,150.0
179,1007116350,https://www.olx.pl/d/oferta/bmw-e65-3-0d-przedlift-bardzo-ladny-elektronika-polifta-seria-7-CID5-ID169KY6.html,Bmw e65 3.0d przedlift bardzo ladny elektronika polifta seria 7,"Dzień dobry.BMW e65 3.0d 2004r.Elektronika z polifta, ładna, zregenerowane turbo, wymienione wąchacze przód, wymieniony rozrusznik, linka od maski, nowe tarcze klocki przód tył Textar, przejechane 2 tys km, staje dęba, podgrzewane siedzenia przód tył, fotele komforty wygodne, szyberdach, wszystkie podzespoły dobrze pracują, nowy akumulator 100ah, tylnia elektryczna roleta, felgi 18 cali BMW solidne, oświetlenie wnętrza zmienione na ledy kolor ICE, sterowanie z kierownicy, navigacja, czujniki parkowania przód i tył, dociągi drzwi, dużo miejsca w środki, bez problemu można kręcić kierownicą z uniesionym łokciem.Do poprawek lakierniczych.Zapraszam na oględziny oraz jazdę próbną.Auto godne polecenia, użytkowane na codzień.Najlepsza fura w tej kasie",14900,True,Seria 7,2004,Diesel,340,2998.0,Automatyczna,Niemcy,218.0
180,1035603847,https://www.olx.pl/d/oferta/bmw-e613-0-ben258-kmbezwypadkowaidealna230-przebiegulogic-7-CID5-ID185hRR.html,Bmw E61*3.0 Ben*258 Km*Bezwypadkowa*IDEALNA*230 PRZEBIEGU*Logic 7,"Sprzedam bardzo ładne a wręcz Śliczne Bmw E61 z 2005 roku z silnikiem benzynowym o pojemności 3.0 i mocy 258 koni mechanicznych połączone z automatyczną skrzynią biegów.AUTO IDEALNE I BEZWYPADKOWE.DRUGIEJ TAKIEJ NIE ZNAJDZIESZ,GWARANTUJE.PRZYJEDZ I ZOBACZ.Ważne ubezpieczenie oraz przegląd.ELEKTRYCZNA KLAPA BAGAŻNIKA.PODGRZEWANA KIEROWNICA.NAGŁOŚNIENIE LOGIC 7.Wyposażenie.Elektryczna klapa bagażnika.Elektryczne szyby.Elektryczne lusterka.Elektryczne fotele.Elektryczna kolumna kierownicza.Skóra.Podgrzewane Fotele.Podgrzewana kierownica.Navi.Alufelgi.Bixenon.I naprawdę wiele wiele innych",19999,True,Seria 5,2005,Benzyna,230000,3000.0,Automatyczna,Niemcy,258.0
181,1030827845,https://www.olx.pl/d/oferta/bmw-e34-touring-518i-CID5-ID17Lfpz.html,Bmw e34 touring 518i,Witam. Sprzedam BMW E34 Touring 518i z instalacją gazową. Bawarka posiada:.Wspomaganie kierownicy.Elektryczne szyby przód.Centralny zamek.Podgrzewane fotele.Sprawna panorama.Halogeny.Oryginalne alufelgi 17” ( dwie szerokości ).Auto posiada nową polisę OC opłaconą na pół roku oraz Badanie techniczne do kwietnia 2026. Więcej informacji udzielę telefonicznie.,13900,True,Seria 5,1994,LPG,254800,1799.0,Manualna,Polska,115.0
182,1032312418,https://www.olx.pl/d/oferta/bmw-e61-3-0-diesel-m57-2008-lci-CID5-ID17RtCi.html,Bmw e61 3.0 diesel m57 2008 Lci,"Sprzedam BMW 330d xDrive z 2008 roku w kolorze Spacegrau Metallic. Auto w bardzo dobrym stanie technicznym i wizualnym, regularnie serwisowane i zadbane. Mocny, niezawodny silnik M57 3.0 Diesel ze skrzynią automatyczną zapewnia świetne osiągi i komfort jazdy. Bogate wyposażenie: pakiet M, komfortowe fotele z pamięcią, nawigacja Professional, system audio Hi-Fi DSP, adaptacyjne ksenony, PDC, EDC, Servotronic, hak. Dwa komplety felg – lato BMW 18” i zima Alpina. Dwa komplety kluczyków. Gotowe do jazdy, bez wkładu finansowego..Rok produkcji: 2008.VIN: WBAPY71070C024273.Silnik: M57/T2 – 3.0 Diesel, 328000km.Skrzynia biegów: Automatyczna.Napęd: xDrive (4x4)(odłączony).Kolor: Spacegrau Metallic (kosmiczna szarość).Sportowe zderzaki i progi, kierownica M ze skóry.Shadow Line w połysku, aluminiowe listwy dekoracyjne.Podsufitka antracytowa.Sportowe fotele o świetnym trzymaniu bocznym.Fotele komfortowe, elektryczne z pamięcią ustawień, podgrzewane.Podparcie lędźwiowe dla kierowcy i pasażera.Klimatyzacja dwustrefowa automatyczna.Regulowany podłokietnik przedni.Lusterka automatycznie przyciemniane.Nawigacja Professional.System audio Hi-Fi Professional DSP – doskonałe brzmienie.Sterowanie głosowe.Bluetooth – przygotowanie telefonu.BMW Assist i BMW Online.Reflektory ksenonowe.Reflektory adaptacyjne doświetlające zakręty.Czujniki parkowania przód i tył (PDC).Światła przeciwmgielne.Kontrola ciśnienia w oponach (RDC).Napęd na cztery koła xDrive.Dynamiczne sterowanie amortyzatorami EDC.Servotronic – zmienne wspomaganie kierownicy zależne od prędkości.Zimówki Alpina czarne 18"".Felgi letnie BMW Styling 128.Stan auta.Samochód w bardzo dobrym stanie technicznym i wizualnym. Regularnie serwisowany i zadbany..Nie jest nowy, więc mogą występować drobne ślady użytkowania, co jest naturalne w aucie z 2008 roku..Więcej informacji udzielę telefonicznie 79*******26",37000,True,Seria 5,2008,Diesel,328000,3000.0,Automatyczna,Polska,235.0
183,953614363,https://www.olx.pl/d/oferta/bmw-316i-touring-e30-CID5-ID12xgEP.html,BMW 316i touring e30,"Sprzedam BMW 316i touring e30. Auto w bardzo dobrym stanie. Blacha zdrowa. Mechanicznie wiele elementów zostało wymienionych..Po zakupie przeze mnie wymienione:.- zużyte elementy przedniego zawieszenia, tylne amortyzatory,.- uszczelka miski olejowej dużej i małej,.- wałek rozrządu z dźwigienkami,.- tłumik końcowy,.- chłodnica z termostatem, pompą wody,.I jeszcze wiele innych większych i mniejszych elementów..Na przednim lewym błotniku delikatne ""ślady walki"" z czasów poprzedniego właściciela. Nie wymieniałem, nie naprawiałem. Mam błotnik na wymianę w bardzo przyzwoitym stanie, niestety nie w kolorze auta..Jedynym mankamentem jest świecąca się kontrolka poduszki powietrznej..Auto regularnie użytkowane, przebieg delikatnie się powiększa, właśnie przekroczył 300 tys. km. W ramach negocjacji cenowych mogę dorzucić jakieś części. Auto stoi aktualnie na felgach stalowych z oponami zimowymi, co zostało uwzględnione w skorygowanej cenie.",14400,True,Seria 3,1993,Benzyna,300000,1600.0,Manualna,Niemcy,100.0
184,1032449194,https://www.olx.pl/d/oferta/sprzedam-bmw-e39-m54b25-CID5-ID17S3cm.html,Sprzedam bmw e39 m54b25,"M54b25 +Lpg ,baranki,wydech przelot nierdzewka ,zawias tył nivo ,przód obniżający eibach,felgi ori st128 r19 8,5 i 10j(wklęsłe),sporty elektryczne ,grzane ,szyberdach ,ori m pakiet całość ,nowy dwumas i sprzęgło amortyzatory tył i drążki stanilizatora ,klapa tylna po regeneracji ,nowe tylne lampy ,ramka szyby stan bdb ,nowe siłowniki klapy i blenda ,kamerka przód i tył 70mi ,tuba i wzmacniacz ,lampy przednie bi led +cottony 2 kolorowe,rozpórka i zimny dolot ,nowe świece zapłonowe ,ori hak ,nowy akumulator ,zregenerowany wyświetlacz zegarów ,nowe opony tył,cubholder przód i tył ,nowa chłodnica węże i termostat ,ori korek oleju m3 e46 ,nowy olej w silniku ,rok temu wymiana oleju w skrzyni i dyfrze ,swierze OC i przegląd.Na ten moment do zrobienia.drążki kierownicze przód.ręczny.ABS.trakcja.elektryka lusterka prawego.otwieranie szyby klapy.poszycia progów.końcówki nadkoli tył.Przed sprzedażą ogarnę wszytko prócz blacharki,możliwość sprzedaży bez felg za 16.500zl",19000,True,Seria 5,2002,Benzyna,500000,2500.0,Manualna,Niemcy,210.0
185,1034705927,https://www.olx.pl/d/oferta/bmw-e39-2-8-benz-lpg-CID5-ID181vhh.html,BMW E39 2.8 Benz+LPG,"Sprzedam/Zamienię (za 4x4 z możliwością dopłaty), BMW e39 2.8 Benz+LPG z 1999 roku. Auto mechanicznie sprawne, blacharsko dosyć zdrowe, wizualnie jak na zdjęciach. Służyło jako auto na codzień, nie upalane. Kontakt wyłącznie na nr tel 73*******57",11000,True,Seria 5,1999,LPG,354000,2800.0,Manualna,Polska,193.0
186,998104849,https://www.olx.pl/d/oferta/bmw-e30-2dcoupe-m50b25-waska-lampa-zamiana-na-e92-e36-e46-e39-sedan-CID5-ID15xVFj.html,"BMW e30 2d(coupe) m50b25 wąska lampa ZAMIANA NA e92 e36 e46 e39, sedan","Witam!.Sprzedam e30 2d 316i swap na m50b25.Buda cała wyspawana i polakierowana u poprzedniego właściciela w mocny czarny + drobinki złotego w lakierze, bylo to robione 13lat temu i od tamtego czasu stała w stodole do lutego tego roku i nic nie wyszło wiec jest zrobione dobrze. Lakier polozony ladnie oczywiscie na ten moment potrzebna polerka..Kupilem z myślą zrobienia na TOP ale jednak chce sprzedac...Duuuuzo duzo wiecej zdjec moge doslac w wiadomosci lub na nr tel.Silnik JUZ WSADZONY! m50b25nv wyciagniety byl z e34 kompletny z wiazka i kompem, ogarniety i uszczelniony dookoła, skrzynia ZF rowniez ogarnieta, jest tez wał, łapy i wybierak biegów i dyfer 3.38.Poza tym:.- nowe koła z nowymi oponami 6k.- nowy gwint kompletny 1.5k.- nowa maglownica 1k.- konwersja na 5x120, hamulce 328i 2k.- nowe tarcze klocki 4x 1k.- nowe wszystkie mozliwe tulejki, sworznie itd 2k.- dokupiona deska nie peknieta 1k.- dokupione fotele w ladnym stanie 2k.- boczki również ładne 1k.- kupione inne serwo pod ten silnik.- i masa innych rzeczy typu linki, lozyska, szczęki i inne pewnie za kilka tys.Dorzucam wszystko co mam czyli lampy przód i tył, szyby, plastiki, ramki szyb, dywan czarny, dorzucam rowniez zderzaki mtechnik i oryginalne.W zasadzie do poskladania brakuje tylko chęci, podsufitki i drążka kierowniczego :).Sam motor kompletny w tym stanie wart spokojnie 6-7k, czesci ktore dokupilem kosztowaly +- 22.000.To juz mamy okolo 28-29 + zakup samochodu 18 = 47k.Wiadomo, że nigdy sie nie odzyska pieniedzy wsadzonych ale myśle, że jest to uczciwa cena patrząc na to ile dziś kosztuje zrobienie blacharki i polakierowanie całego samochodu z wnękami i zrobienie BARDZO DOBREJ konserwacji :).Cena w ogloszeniu nie dotyczy felg..Z felgami 31.Auto oczywiscie zarejestrowane na mnie i opłacone..Mozliwa zamiana na auto do jazdy, w podobnym budżecie lub tansze.Najlepiej jakies e39 sedan lift mpakiet, e46 coupe mpakiet 6cyl lub e36 coupe/cabrio.Ewentualnie e92(moze byc z moja doplata)",27999,True,Seria 3,1986,Benzyna,320550,,Manualna,Polska,
187,1032118685,https://www.olx.pl/d/oferta/syndyk-sprzeda-samochod-osobowy-marki-bmw-318-CID5-ID17QFdz.html,Syndyk sprzeda samochód osobowy marki BMW 318,"Syndyk sprzeda samochód osobowy marki BMW, z silnikiem benzynowym z instalacją LPG o pojemności 1895,00 cm3, wyprodukowany w 1999 r., wchodzący w skład masy upadłości w postępowaniu upadłościowym, w trybie wyboru najkorzystniejszej oferty..Cena wywoławcza: nie niższa niż cena wywoławcza tj. 3 200 zł brutto..parametry techniczne:.rok produkcji: 1999.masa własna: : 1425 kg.dane silnika: 1895,00 cm3, 87,00 kW.numer VIN: WBAAL31060EF97959.przebieg: 363 872km.skrzynia biegów: manualna.Uwagi: brak badania technicznego, brak homologacji butli LPG..Oferta:.Oferty należy składać osobiście - Kancelaria Syndyka, ul. H. Sienkiewicza 20, 39-400 Tarnobrzeg lub w wersji elektronicznej, na adres e-mail: w terminie do dnia 31.10.2025 r. do godziny 10:00 (decyduje data i godzina faktycznego dotarcia oferty do Kancelarii Syndyka)..Oferta powinna zawierać:.- datę sporządzenia oferty,.- dokładne dane oferenta: imię i nazwisko (firmę), miejsce zamieszkania (siedzibę) adres, odpowiednio PESEL, NIP lub REGON,.- oferowaną cenę nie niższą niż cena wywoławcza,.- na ofercie musi znajdować się czytelny podpis oferenta,.- do oferty należy dołączyć dowód uiszczenia wadium..Wadium:.Wadium w wysokości 10% ceny wywoławczej w wysokości 320 zł należy wpłacić na rachunek postępowania upadłościowego prowadzony w banku Bank Spółdzielczy w Jarosławiu, numer rachunku 58 9096 0004 2012 0083 9509 0027 w terminie do dnia składania ofert, (decyduje data uznania ww. rachunku bankowego prowadzonego na potrzeby masy upadłości), jeżeli uczestnik przetargu, mimo wyboru jego oferty, uchyla się od zawarcia umowy, wpłacone przez niego wadium przepada na rzecz Masy Upadłości..Rozstrzygnięcie sprzedaży:.Rozstrzygnięcie sprzedaży nastąpi w dniu 04.11.2025 r. o godzinie 12:00..Pojazd można oglądnąć pod adresem, który zostanie wskazany po uprzednim kontakcie telefonicznym z Kancelarią Syndyka pod numerem telefonu 15 811 10 50 od poniedziałku do piątku w godzinach 8:00-16:00. Nie ma możliwości jazdy testowej..Nie odpowiadamy na wiadomości OLX.",3200,True,Pozostałe BMW,1999,LPG,363872,1895.0,Manualna,Polska,87.0
188,1032988913,https://www.olx.pl/d/oferta/bmw-e39-530i-touring-CID5-ID17UjBw.html,BMW E39 530i touring,"Witam.Sprzedam BMW e39 530i touring. Auto w bardzo dobrym stanie bez wkładu, fajnie wyposażone:.-M pakiet zewnętrzny jak i wewnętrzny, duże oryginalne radio, bluetooth, tapicerka (alcantara),podgrzewane fotele, czujniki parkowania przód tył, elektrycznie składane lusterka oraz dużo więcej ..OC i przegląd aktualne. Więcej informacji udzielę telefonicznie..Pozdrawiam",34500,True,Seria 5,2002,Benzyna,237000,2979.0,Automatyczna,Polska,231.0
189,1034234083,https://www.olx.pl/d/oferta/bmw-e30-318i-m40-CID5-ID17ZxvT.html,Bmw E30 318i m40,"Witam sprzedam Bmw e30 318i ,sedan ,rok produkcji 1988,sprawny ,po wymianie oleju filtra paliwa i powietrza ,nowy akumulator ,nowy olej w dyfrze,wszystko sprawne ,oryginalny katalizator ,dodatkowo dorzucam komplet kół stalowych z kołpakami,ważne ubezpieczenie i przegląd na rok",16200,True,Seria 3,1988,Benzyna,270000,1800.0,Manualna,Polska,115.0
190,1033549771,https://www.olx.pl/d/oferta/bmw-e36-coupe-2-5-m52b25-drift-CID5-ID17VFwB.html,BMW e36 coupe 2.5 m52b25 drift,"BMW e36 coupé 318is swap na 2.5l m52b25.Buda e36 coupe z przeszłością driftową więc ma sporo niedoskonałości, progi zgnite, podłoga w miarę git.(Nie robiłem zdjęć podłogi ani progów, zapraszam na oględziny żeby sobie zobaczyć samemu). Bash bary przód i tył z tyłu jack point..Felony nowe m way, tak samo jak dokładka przód. Lusterka fake m..Silnik m52b25 z kolektorem m50b25 wtryski 2.8 różowe, zrobiony cały układ chłodzenia, silnik nie grzeje się ma moc brak problemów..Sprzęgło nie ślizga skrzynia nie zgrzyta dyfer nie wyje..Hydro dobrze spina..Wewnątrz 2 kubły sparco, Boczki płaskie od swagrow..Pod autem x brace, silnik na mocnych poduszkach..Wydech Cichy..Jest to gruz do driftu, nie daily do szkoły czy pracy jeśli nie masz doświadczenia z autokontroli typu i chciałbyś go używać na co dzień na dojazdy to polecam zastanowić się 2 razy, jeśli chcesz auto do upalania zapraszam.oc 07.12.bt na rok.Cena na innych kołach",14999,True,Seria 3,1992,Benzyna,200000,,Manualna,Polska,192.0
191,1029816277,https://www.olx.pl/d/oferta/bmw-e46-330i-manual-CID5-ID17H0fX.html,Bmw e46 330i manual,"Witam ,sprzedam bmw e46 z rzadko spotykanym 3 litrowym benzynowym silnikiem o mocy 231 km silnik pancerny M54B30 jest to najmocniejszy montowany silnik poza M3 do bmw e46 z tego względu wartość samochodu jest większa. Jestem właścicielem auta już od 2015 roku..Jestem pasjonatem marki.Bardzo proszę o kontakt osoby naprawdę zainteresowane pojazdem w takim stanie, gotowe zapłacić uczciwą cenę za stan zachowania, przebieg..Dane techniczne:.• Silnik: 3.0 benzyna (M54B30), 231 KM.• Napęd: Tył.• Skrzynia: Manualna.• Rok produkcji: 2002.• Przebieg: 336000 km.• Typ nadwozia: Sedan.Wyposażenie:.* Multifunkcyjna kierownica.* Tempomat.* Pół Skórzana tapicerka.* ABS.* 2 Stopniowa kontrola trakcji DSC.* Otwieranie / zamykanie szyb z pilota.* Bardzo czuły system alarmu.* Klimatyzacja automatyczna.* Czujniki parkowania.* Zmieniarka cd na 6 płyt.* Podgrzewane fotele przód.* zestaw kluczyków bmw.* Elektryczne szyby i lusterka.* Szyberdach.* Centralny zamek, alarm.*Aluminiowe felgi + kola zimowe stalowe.Stan techniczny:.Auto w bardzo dobrym stanie mechanicznym i wizualnym. Silnik pracuje równo i bez zarzutów, zawieszenie bez luzów. Brak błędów. Regularnie serwisowane, oleje i filtry wymieniane na czas. Wszystko działa, jak należy..Pracuje na dwie zmiany i w pracy nie zawsze jestem wstanie odebrać proszę o wyrozumiałość 7-8-1-2-9-3-9-2-9",22999,True,Seria 3,2002,Benzyna,336500,3000.0,Manualna,Niemcy,231.0
